predict,target
-0.05856,0.22
-0.09548,-0.24
0.05782,-0.29
-0.26893999999999996,-0.09
0.01474,-0.45
-0.0111,-0.08
-0.27827999999999997,-0.22
0.17888,-0.08
-0.1396,-0.22
-0.02538,-0.39
0.0007199999999999999,-0.23
-0.01208,0.45
0.19827999999999998,-0.16
-0.008539999999999999,0.07
-0.01774,-0.0
-0.13876,0.22
-0.15786,-0.01
-0.0013,0.28
-0.20242000000000002,0.35
0.14228,0.29
0.0074,-0.3
-0.04884,-0.17
-0.01516,-0.46
0.04942,0.12
-0.047720000000000005,-0.35
0.187,-0.45
-0.08692,0.37
-0.0018599999999999999,-0.08
0.11932000000000001,0.05
-0.0669,-0.1
0.20995999999999998,-0.48
0.17498000000000002,-0.47
-0.030619999999999998,-0.34
000000000001,-0.48
0.08452,-0.47
-0.07612000000000001,-0.34
