predict,target
0.172,-0.2
0.09016,-0.34
-0.21559999999999999,-0.42
-0.00032,0.09
0.20708,-0.42
0.08646000000000001,-0.41
-0.044000000000000004,0.07
0.09558,0.08
0.11445999999999999,-0.19
0.08444000000000002,-0.09
0.15056,0.08
0.14996,0.41
0.11826,0.4
0.1989,0.48
0.005620000000000001,-0.4
0.040819999999999995,-0.09
0.1506,-0.25
0.0068000000000000005,0.22
0.02702,0.24
-0.08464,0.17
0.02866,0.3
-0.00748,0.03
-0.041420000000000005,-0.24
0.12380000000000001,0.2
-0.10458,0.08
0.10598,-0.36
0.10504,-0.06
0.098,-0.24
-0.01762,0.1
-0.09558,-0.07
-0.21516,-0.4
-0.21559999999999999,-0.31
-0.18051999999999999,0.38
0.01448,-0.08
-0.02334,-0.2
0.0779,0.4
0.09862,-0.38
0.14476,-0.42
0.0596,0.32
0.13272,-0.49
0.15032,0.33
-0.07896,0.12
0.00334,-0.09
0.1222,0.12
0.04244,0.17
-0.00842,0.14
0.0712,0.35
0.14878,-0.37
0.020659999999999998,-0.34
-0.21596,-0.39
0.05524,-0.36
0.08108,0.22
-0.1592,-0.39
-0.02466,0.13
0.20142,0.17
0.07978,0.37
0.06162,-0.22
-0.11648,-0.08
-0.00986,0.16
0.054299999999999994,0.07
0.06506,0.36
-0.13472,-0.06
-0.0212,-0.32
-0.1188,-0.28
-0.027080000000000003,0.22
-0.04222000000000001,-0.31
-0.1007,-0.28
-0.12279999999999999,-0.03
0.02152,0.26
-0.01968,0.34
0.11684,0.2
-0.01206,0.13
0.16058,-0.37
-0.11231999999999999,0.2
-0.06027999999999999,-0.39
0.07434,-0.46
0.06027999999999999,0.32
-0.008060000000000001,-0.0
0.0433,-0.3
